episode,winner,left_Fire_vizard,left_Lightning_Mage,left_Wanderer_Magician,right_Fire_vizard,right_Lightning_Mage,right_Wanderer_Magician
1538,Left Team Wins!,7,12,15,17,10,7
1539,Left Team Wins!,7,15,13,11,10,14
1540,Right Team Wins!,5,8,22,8,12,12
1541,Left Team Wins!,5,17,10,9,7,18
1542,Draw!,1,16,19,11,7,18
1543,Left Team Wins!,3,17,13,9,13,11
1544,Draw!,3,20,13,10,14,12
1545,Draw!,3,22,11,11,13,12
1546,Left Team Wins!,2,10,12,9,9,6
1547,Draw!,0,19,17,11,12,12
1548,Right Team Wins!,5,10,10,10,11,4
1549,Draw!,2,14,20,14,12,10
1550,Left Team Wins!,1,25,9,14,13,8
1551,Right Team Wins!,2,17,17,17,12,7
1552,Right Team Wins!,3,14,18,8,14,13
1553,Right Team Wins!,1,12,18,7,15,9
1554,Right Team Wins!,4,15,16,11,10,14
1555,Left Team Wins!,5,18,5,6,12,10
1556,Right Team Wins!,5,11,13,9,11,9
1557,Right Team Wins!,5,15,12,10,12,10
1558,Left Team Wins!,6,17,3,10,10,5
1559,Draw!,7,16,13,13,10,12
1560,Draw!,6,17,12,8,12,16
1561,Left Team Wins!,5,11,9,4,13,8
1562,Right Team Wins!,13,7,15,10,14,11
1563,Left Team Wins!,4,15,10,8,12,9
1564,Left Team Wins!,6,10,11,12,8,7
1565,Left Team Wins!,7,15,13,15,11,10
1566,Right Team Wins!,8,7,10,9,9,7
1567,Left Team Wins!,3,16,8,5,11,11
1568,Left Team Wins!,8,14,8,9,9,12
1569,Right Team Wins!,11,14,11,15,12,9
1570,Left Team Wins!,9,10,9,12,10,6
1571,Right Team Wins!,7,18,4,11,9,9
1572,Draw!,12,17,7,9,14,13
1573,Right Team Wins!,13,13,9,12,7,16
1574,Right Team Wins!,16,16,3,14,11,10
1575,Draw!,25,5,6,9,15,11
1576,Right Team Wins!,14,8,4,10,11,5
1577,Left Team Wins!,7,15,6,10,5,13
1578,Draw!,12,19,5,12,10,14
1579,Left Team Wins!,12,16,8,13,11,11
1580,Left Team Wins!,5,13,4,7,9,6
1581,Left Team Wins!,9,11,6,14,8,4
1582,Left Team Wins!,8,14,7,9,9,11
1583,Left Team Wins!,11,11,7,6,12,11
1584,Draw!,10,14,11,16,8,12
1585,Right Team Wins!,17,10,8,14,13,9
1586,Left Team Wins!,7,15,8,10,11,9
1587,Draw!,10,10,16,18,7,10
1588,Left Team Wins!,13,11,11,8,16,11
1589,Right Team Wins!,14,9,12,9,18,8
1590,Draw!,12,13,11,10,14,12
1591,Right Team Wins!,11,6,10,8,13,6
1592,Draw!,11,13,11,11,10,14
1593,Left Team Wins!,7,6,15,14,7,7
1594,Right Team Wins!,14,2,7,10,7,5
1595,Draw!,13,7,15,12,11,12
1596,Right Team Wins!,9,5,16,9,9,11
1597,Right Team Wins!,8,14,11,9,11,13
1598,Right Team Wins!,14,7,10,11,11,9
1599,Right Team Wins!,10,7,8,13,8,4
1600,Right Team Wins!,12,8,12,8,11,12
1601,Right Team Wins!,5,12,9,3,12,11
1602,Left Team Wins!,2,12,5,5,8,6
1603,Left Team Wins!,2,12,5,5,11,3
1604,Left Team Wins!,8,21,7,17,10,9
1605,Left Team Wins!,7,8,8,6,9,8
1606,Right Team Wins!,7,17,10,9,12,12
1607,Left Team Wins!,4,14,6,8,7,10
1608,Left Team Wins!,6,13,6,11,7,7
1609,Draw!,19,7,10,9,14,13
1610,Right Team Wins!,10,11,8,13,6,10
1611,Left Team Wins!,10,12,14,13,13,10
1612,Left Team Wins!,8,10,13,10,9,12
1613,Right Team Wins!,12,7,12,13,6,12
1614,Left Team Wins!,5,13,6,9,6,8
1615,Draw!,14,11,10,13,10,13
1616,Left Team Wins!,8,6,8,3,12,7
1617,Right Team Wins!,9,13,10,14,8,10
1618,Draw!,20,8,8,12,10,14
1619,Left Team Wins!,16,6,10,11,10,11
1620,Left Team Wins!,16,10,10,12,10,14
1621,Draw!,18,10,7,9,11,16
1622,Draw!,14,12,10,6,13,16
1623,Left Team Wins!,14,8,5,11,5,11
1624,Left Team Wins!,11,5,3,7,9,2
1625,Left Team Wins!,15,12,4,8,10,13
1626,Right Team Wins!,11,9,7,11,8,8
1627,Draw!,11,23,1,8,9,19
1628,Left Team Wins!,5,16,4,8,10,7
1629,Left Team Wins!,8,21,7,11,11,14
1630,Left Team Wins!,7,20,3,9,13,8
1631,Left Team Wins!,10,12,2,11,5,8
1632,Right Team Wins!,14,11,9,16,10,8
1633,Right Team Wins!,19,10,7,11,12,12
1634,Left Team Wins!,12,20,4,12,16,8
1635,Left Team Wins!,12,14,9,12,10,14
1636,Right Team Wins!,12,6,5,6,11,6
1637,Left Team Wins!,9,15,8,13,9,10
1638,Right Team Wins!,16,10,6,13,10,9
1639,Left Team Wins!,17,9,6,16,6,10
1640,Left Team Wins!,17,4,4,9,6,10
1641,Right Team Wins!,15,4,5,9,11,4
1642,Right Team Wins!,8,14,7,15,4,10
1643,Left Team Wins!,14,9,9,12,10,10
1644,Right Team Wins!,17,8,3,11,9,8
1645,Right Team Wins!,16,8,7,12,8,11
1646,Right Team Wins!,14,11,8,9,5,19
1647,Left Team Wins!,14,6,9,9,11,9
1648,Draw!,18,5,12,10,15,11
1649,Draw!,19,5,12,13,10,13
1650,Left Team Wins!,21,5,9,10,13,13
1651,Left Team Wins!,11,9,7,13,5,9
1652,Right Team Wins!,12,6,15,12,8,12
1653,Right Team Wins!,10,5,7,2,12,8
1654,Right Team Wins!,11,8,5,8,7,9
1655,Right Team Wins!,13,3,6,9,10,3
1656,Right Team Wins!,12,8,15,9,12,15
1657,Right Team Wins!,17,11,6,12,10,12
1658,Right Team Wins!,15,7,8,4,11,15
1659,Left Team Wins!,9,9,9,9,7,11
1660,Left Team Wins!,16,11,5,10,9,12
1661,Left Team Wins!,13,13,3,11,8,10
1662,Right Team Wins!,12,13,3,9,8,11
1663,Draw!,18,11,7,10,13,13
1664,Left Team Wins!,8,9,4,5,13,3
1665,Right Team Wins!,10,17,2,10,7,11
1666,Right Team Wins!,5,14,1,6,7,7
1667,Left Team Wins!,5,11,5,6,8,7
1668,Right Team Wins!,8,11,3,10,5,7
1669,Right Team Wins!,12,7,4,5,14,4
1670,Left Team Wins!,2,11,7,6,11,3
1671,Left Team Wins!,3,12,7,11,5,6
1672,Draw!,7,20,9,16,10,10
1673,Right Team Wins!,8,13,5,5,14,7
1674,Right Team Wins!,10,15,7,16,9,7
1675,Right Team Wins!,7,17,6,13,10,7
1676,Left Team Wins!,2,14,9,10,4,11
1677,Left Team Wins!,4,18,14,9,11,15
1678,Draw!,7,21,8,10,12,13
1679,Draw!,11,11,14,7,11,18
1680,Right Team Wins!,9,12,11,8,14,10
1681,Left Team Wins!,7,15,13,11,13,10
1682,Right Team Wins!,10,10,6,8,12,6
1683,Draw!,7,19,10,12,14,10
1684,Left Team Wins!,3,14,15,18,4,10
1685,Right Team Wins!,12,15,6,13,12,8
1686,Right Team Wins!,10,10,0,4,8,8
1687,Right Team Wins!,8,12,6,6,11,9
1688,Draw!,6,22,8,11,9,15
1689,Left Team Wins!,4,16,7,7,10,10
1690,Right Team Wins!,11,14,4,7,7,14
1691,Right Team Wins!,16,7,6,6,14,9
1692,Left Team Wins!,7,23,6,11,12,13
1693,Right Team Wins!,14,8,4,10,7,9
1694,Left Team Wins!,7,16,4,14,9,4
1695,Right Team Wins!,19,9,3,9,8,13
1696,Left Team Wins!,11,11,4,12,7,7
1697,Draw!,14,14,8,11,14,11
1698,Right Team Wins!,13,18,2,14,10,9
1699,Left Team Wins!,7,12,3,8,10,4
1700,Left Team Wins!,10,13,6,8,12,9
1701,Right Team Wins!,12,5,5,9,11,2
1702,Left Team Wins!,7,11,6,8,11,5
1703,Right Team Wins!,16,8,6,16,6,8
1704,Draw!,16,16,3,9,12,15
1705,Right Team Wins!,13,8,7,12,3,13
1706,Left Team Wins!,14,11,5,10,8,12
1707,Left Team Wins!,11,6,12,12,8,9
1708,Right Team Wins!,21,4,2,6,10,11
1709,Right Team Wins!,18,5,0,8,9,6
1710,Left Team Wins!,18,7,5,5,11,14
1711,Left Team Wins!,10,11,7,9,10,9
1712,Left Team Wins!,9,8,7,4,11,9
1713,Left Team Wins!,10,10,8,11,10,7
1714,Left Team Wins!,14,6,8,8,9,11
1715,Right Team Wins!,13,6,1,6,6,8
1716,Right Team Wins!,19,9,5,8,16,9
1717,Right Team Wins!,20,6,3,8,10,11
1718,Right Team Wins!,21,4,2,6,12,9
1719,Left Team Wins!,11,7,9,5,14,8
1720,Left Team Wins!,12,7,7,4,9,13
1721,Right Team Wins!,18,4,6,11,14,4
1722,Right Team Wins!,13,5,5,10,9,4
1723,Right Team Wins!,15,5,6,8,8,10
1724,Draw!,16,8,12,13,11,11
1725,Right Team Wins!,18,4,7,13,7,9
1726,Right Team Wins!,18,5,11,9,8,16
1727,Right Team Wins!,13,4,11,9,9,10
1728,Left Team Wins!,16,3,14,10,13,10
1729,Right Team Wins!,11,5,16,14,7,9
1730,Right Team Wins!,6,5,23,9,7,14
1731,Right Team Wins!,11,6,3,3,14,3
1732,Right Team Wins!,7,7,11,8,8,9
1733,Right Team Wins!,8,9,7,7,8,9
1734,Left Team Wins!,14,5,17,9,13,13
1735,Left Team Wins!,16,9,11,9,13,14
1736,Left Team Wins!,11,5,13,10,10,9
1737,Left Team Wins!,15,11,7,8,7,18
1738,Right Team Wins!,3,14,5,11,7,5
1739,Right Team Wins!,3,16,11,9,9,12
1740,Left Team Wins!,9,17,7,9,11,13
1741,Right Team Wins!,2,9,12,9,8,6
1742,Draw!,5,17,14,10,15,11
1743,Left Team Wins!,7,13,5,5,11,9
1744,Left Team Wins!,7,12,7,11,5,10
1745,Draw!,6,7,22,7,10,18
1746,Draw!,8,12,16,10,9,17
1747,Right Team Wins!,3,10,19,9,7,14
1748,Left Team Wins!,8,12,15,7,15,13
1749,Right Team Wins!,5,14,17,11,14,11
1750,Left Team Wins!,11,10,14,18,9,9
1751,Draw!,13,6,16,12,12,12
1752,Left Team Wins!,5,10,14,7,13,9
1753,Draw!,18,7,10,13,9,13
1754,Right Team Wins!,11,6,16,12,11,10
1755,Draw!,11,7,18,11,11,14
1756,Right Team Wins!,10,5,12,6,13,8
1757,Draw!,18,8,10,8,16,11
1758,Right Team Wins!,10,6,13,6,14,8
1759,Right Team Wins!,11,3,14,7,7,14
1760,Left Team Wins!,16,6,12,10,10,14
1761,Right Team Wins!,12,7,9,11,8,9
1762,Right Team Wins!,13,11,12,8,12,16
1763,Left Team Wins!,13,10,7,6,13,11
1764,Left Team Wins!,12,8,8,8,8,12
1765,Left Team Wins!,19,7,7,13,7,13
1766,Right Team Wins!,8,9,14,7,14,10
1767,Left Team Wins!,9,7,7,9,9,5
1768,Left Team Wins!,13,10,7,6,14,10
1769,Right Team Wins!,3,13,9,8,11,6
1770,Left Team Wins!,12,8,4,11,5,8
1771,Left Team Wins!,15,8,8,7,12,12
1772,Right Team Wins!,4,23,6,9,11,13
1773,Left Team Wins!,8,9,7,8,10,6
1774,Left Team Wins!,6,13,7,9,11,6
1775,Left Team Wins!,10,9,8,8,12,7
1776,Left Team Wins!,12,9,9,4,9,17
1777,Right Team Wins!,2,22,11,10,12,14
1778,Left Team Wins!,10,13,9,9,16,7
1779,Draw!,4,18,14,13,12,11
1780,Left Team Wins!,10,10,12,14,14,4
1781,Right Team Wins!,1,10,15,11,6,9
1782,Left Team Wins!,11,7,10,13,8,7
1783,Left Team Wins!,15,10,7,9,11,12
1784,Right Team Wins!,3,11,19,11,12,10
1785,Left Team Wins!,11,5,10,8,12,6
1786,Left Team Wins!,12,6,18,11,11,14
1787,Right Team Wins!,7,13,15,11,6,17
1788,Draw!,19,6,11,11,12,13
1789,Right Team Wins!,19,9,8,13,11,12
1790,Right Team Wins!,11,8,9,8,9,11
1791,Draw!,26,2,8,9,11,15
1792,Right Team Wins!,10,4,14,6,14,8
1793,Left Team Wins!,22,2,9,7,11,15
1794,Right Team Wins!,13,8,5,7,9,10
1795,Left Team Wins!,20,2,3,8,6,11
1796,Right Team Wins!,18,5,9,9,10,13
1797,Right Team Wins!,16,4,6,6,12,8
1798,Right Team Wins!,12,6,11,8,7,13
1799,Left Team Wins!,20,3,8,13,12,6
1800,Right Team Wins!,14,7,9,13,10,7
1801,Right Team Wins!,16,2,17,7,7,18
1802,Left Team Wins!,24,3,3,8,12,9
1803,Draw!,24,6,6,11,15,10
1804,Draw!,31,2,3,9,9,18
1805,Left Team Wins!,20,3,5,8,14,6
1806,Left Team Wins!,22,2,6,10,7,13
1807,Right Team Wins!,24,5,6,17,7,11
1808,Draw!,24,7,5,15,8,12
1809,Right Team Wins!,14,4,8,10,8,8
1810,Right Team Wins!,17,6,7,8,14,8
1811,Draw!,22,7,7,12,14,10
1812,Left Team Wins!,15,3,6,7,10,7
1813,Right Team Wins!,25,6,5,13,7,15
1814,Right Team Wins!,20,2,6,15,7,6
1815,Left Team Wins!,24,3,8,16,9,10
1816,Draw!,21,6,9,18,5,13
1817,Left Team Wins!,24,5,7,15,11,10
1818,Right Team Wins!,13,8,2,10,7,6
1819,Left Team Wins!,17,3,3,10,6,7
1820,Draw!,24,11,1,7,12,17
1821,Left Team Wins!,19,5,2,7,9,10
1822,Left Team Wins!,16,9,4,8,13,8
1823,Left Team Wins!,18,7,4,10,7,12
1824,Right Team Wins!,8,9,2,6,8,5
1825,Right Team Wins!,7,17,4,15,6,7
1826,Left Team Wins!,15,7,6,13,9,5
1827,Left Team Wins!,16,6,3,8,7,10
1828,Right Team Wins!,17,8,5,14,5,10
1829,Right Team Wins!,11,16,7,14,10,10
1830,Right Team Wins!,17,8,11,7,13,16
1831,Right Team Wins!,18,8,3,10,12,7
1832,Right Team Wins!,17,10,9,13,12,11
1833,Right Team Wins!,24,6,6,12,10,13
1834,Draw!,22,5,9,15,8,13
1835,Right Team Wins!,19,3,3,9,9,7
1836,Draw!,29,1,6,16,9,11
1837,Draw!,28,2,6,13,8,15
1838,Right Team Wins!,26,6,4,11,15,10
1839,Right Team Wins!,25,5,6,10,10,15
1840,Right Team Wins!,24,2,6,9,12,11
1841,Left Team Wins!,25,2,8,11,10,14
1842,Left Team Wins!,26,1,9,9,15,12
1843,Left Team Wins!,20,2,8,12,9,8
1844,Right Team Wins!,16,10,10,12,14,10
1845,Left Team Wins!,17,6,9,11,13,7
1846,Draw!,15,13,7,8,12,16
1847,Right Team Wins!,14,7,7,12,10,6
1848,Left Team Wins!,12,6,7,6,14,4
1849,Left Team Wins!,9,14,10,9,9,15
1850,Left Team Wins!,11,13,7,9,9,13
1851,Draw!,13,9,14,9,12,15
1852,Left Team Wins!,14,8,12,8,14,12
1853,Left Team Wins!,8,10,13,8,12,11
1854,Right Team Wins!,8,15,6,8,12,9
1855,Right Team Wins!,13,9,7,9,12,8
1856,Right Team Wins!,13,8,5,6,9,10
1857,Left Team Wins!,3,16,8,6,14,6
1858,Left Team Wins!,5,14,10,10,6,13
1859,Left Team Wins!,8,11,16,14,12,10
1860,Draw!,10,17,9,10,11,15
1861,Left Team Wins!,5,12,18,11,17,7
1862,Left Team Wins!,11,11,13,19,7,10
1863,Draw!,11,17,8,11,10,15
1864,Right Team Wins!,11,7,1,6,4,9
1865,Left Team Wins!,6,9,9,10,6,8
1866,Right Team Wins!,14,12,3,8,11,10
1867,Left Team Wins!,10,6,14,11,10,9
1868,Right Team Wins!,18,7,11,16,7,13
1869,Right Team Wins!,18,5,4,10,8,9
1870,Right Team Wins!,18,5,5,10,12,6
1871,Right Team Wins!,18,7,11,10,13,12
1872,Left Team Wins!,15,8,13,13,11,12
1873,Right Team Wins!,11,2,12,6,15,4
1874,Left Team Wins!,18,5,13,14,10,12
1875,Right Team Wins!,15,4,12,13,10,8
1876,Right Team Wins!,14,5,7,9,8,9
1877,Draw!,19,4,12,11,16,9
1878,Draw!,19,9,8,12,11,13
1879,Draw!,17,4,15,10,8,18
1880,Right Team Wins!,16,1,12,12,11,6
1881,Left Team Wins!,24,4,5,9,12,12
1882,Right Team Wins!,18,3,15,13,8,13
1883,Left Team Wins!,16,4,9,11,9,9
1884,Draw!,17,4,15,9,10,16
1885,Right Team Wins!,16,1,19,15,7,14
1886,Right Team Wins!,16,1,15,10,9,13
1887,Draw!,19,2,15,8,13,15
1888,Draw!,21,2,13,14,9,13
1889,Left Team Wins!,16,4,9,7,15,7
1890,Right Team Wins!,4,3,18,5,13,7
1891,Right Team Wins!,5,3,24,13,10,7
1892,Left Team Wins!,14,4,6,7,9,8
1893,Left Team Wins!,19,3,14,13,8,15
1894,Left Team Wins!,17,6,13,12,13,10
1895,Right Team Wins!,8,4,20,14,7,11
1896,Left Team Wins!,15,6,8,12,10,7
1897,Right Team Wins!,14,3,19,13,9,12
1898,Right Team Wins!,10,4,13,10,10,7
1899,Left Team Wins!,16,7,13,13,12,11
1900,Draw!,17,4,15,14,8,13
1901,Right Team Wins!,16,5,13,12,12,10
1902,Draw!,14,3,19,12,12,12
1903,Draw!,12,2,22,16,7,13
1904,Right Team Wins!,12,3,13,7,10,11
1905,Draw!,18,4,14,9,9,17
1906,Right Team Wins!,16,1,11,10,8,10
1907,Right Team Wins!,14,2,18,13,9,12
1908,Draw!,18,1,17,16,10,9
1909,Right Team Wins!,16,2,18,21,6,8
1910,Left Team Wins!,8,4,17,8,15,6
1911,Left Team Wins!,8,5,16,10,9,12
1912,Left Team Wins!,5,5,15,10,7,8
1913,Right Team Wins!,2,14,6,8,9,5
1914,Draw!,8,16,12,12,9,14
1915,Right Team Wins!,12,14,7,10,11,12
1916,Left Team Wins!,4,12,14,13,11,6
1917,Draw!,7,10,19,12,9,15
1918,Left Team Wins!,3,19,14,14,10,12
1919,Right Team Wins!,0,15,12,12,9,6
1920,Draw!,6,14,16,9,17,10
1921,Left Team Wins!,6,14,16,14,10,12
1922,Right Team Wins!,3,17,16,16,5,15
1923,Left Team Wins!,6,12,16,15,8,11
1924,Right Team Wins!,6,12,4,6,9,7
1925,Draw!,4,19,13,7,14,15
1926,Left Team Wins!,2,13,10,8,9,8
1927,Left Team Wins!,6,14,14,10,10,14
1928,Right Team Wins!,10,16,5,5,16,10
1929,Draw!,13,13,9,14,12,10
1930,Right Team Wins!,8,14,13,14,14,7
1931,Right Team Wins!,10,10,5,9,6,10
1932,Draw!,12,13,10,7,10,19
1933,Draw!,16,11,8,16,10,10
1934,Right Team Wins!,10,12,14,13,13,10
1935,Left Team Wins!,5,13,10,4,12,12
1936,Left Team Wins!,13,11,5,13,7,9
1937,Left Team Wins!,8,13,5,5,10,11
1938,Right Team Wins!,14,14,7,10,11,14
1939,Draw!,20,10,6,14,9,13
1940,Left Team Wins!,8,14,11,9,10,14
1941,Left Team Wins!,9,8,9,13,9,4
1942,Draw!,16,10,10,6,10,20
1943,Left Team Wins!,10,10,8,10,9,9
1944,Draw!,17,15,4,17,6,13
1945,Right Team Wins!,17,11,1,11,9,9
1946,Right Team Wins!,12,11,5,10,8,10
1947,Left Team Wins!,11,8,9,11,9,8
1948,Right Team Wins!,11,7,6,4,11,9
1949,Left Team Wins!,7,10,8,7,12,6
1950,Draw!,12,17,6,13,9,13
1951,Right Team Wins!,12,16,4,9,12,11
1952,Left Team Wins!,10,10,5,11,8,6
1953,Right Team Wins!,6,12,7,3,8,14
1954,Right Team Wins!,14,18,4,15,8,12
1955,Right Team Wins!,11,11,7,10,11,8
1956,Right Team Wins!,9,7,3,6,8,5
1957,Left Team Wins!,5,14,7,8,10,8
1958,Left Team Wins!,11,14,11,11,13,11
1959,Draw!,12,10,14,13,9,14
1960,Right Team Wins!,9,11,13,16,5,12
1961,Right Team Wins!,13,6,11,12,9,9
1962,Right Team Wins!,14,4,12,15,6,9
1963,Draw!,14,3,19,17,5,14
1964,Left Team Wins!,9,9,18,10,13,12
1965,Right Team Wins!,12,1,11,10,8,6
1966,Right Team Wins!,12,6,13,8,10,13
1967,Draw!,7,7,22,9,14,13
1968,Draw!,1,10,25,14,8,14
1969,Right Team Wins!,13,12,11,9,12,15
1970,Left Team Wins!,3,3,23,10,13,7
1971,Left Team Wins!,1,5,23,12,10,8
1972,Draw!,10,6,20,8,14,13
1973,Draw!,4,4,27,14,10,12
1974,Left Team Wins!,2,7,24,20,4,10
1975,Right Team Wins!,17,6,6,11,8,10
1976,Draw!,13,10,13,13,10,13
1977,Right Team Wins!,15,9,2,7,9,10
1978,Left Team Wins!,5,12,19,17,7,12
1979,Right Team Wins!,11,10,4,11,7,7
1980,Left Team Wins!,8,10,16,6,18,10
1981,Left Team Wins!,2,12,18,8,15,9
1982,Left Team Wins!,5,5,18,8,10,12
1983,Left Team Wins!,5,10,18,15,12,6
1984,Right Team Wins!,9,14,9,12,10,10
1985,Right Team Wins!,6,15,9,13,7,10
1986,Draw!,3,13,20,4,16,16
1987,Right Team Wins!,10,9,6,8,12,5
1988,Draw!,8,9,19,15,9,12
1989,Draw!,13,10,12,10,14,11
1990,Right Team Wins!,8,8,13,13,9,7
1991,Left Team Wins!,3,6,16,6,13,6
1992,Left Team Wins!,2,7,21,10,9,11
1993,Draw!,6,13,16,14,8,13
1994,Left Team Wins!,11,11,14,10,14,11
1995,Left Team Wins!,6,9,15,13,9,8
1996,Right Team Wins!,12,13,5,5,10,15
1997,Left Team Wins!,6,9,11,10,7,9
1998,Right Team Wins!,9,11,7,11,8,8
1999,Right Team Wins!,9,14,4,7,9,11
2000,Draw!,8,18,9,13,11,11
2001,Left Team Wins!,4,20,12,7,11,18
2002,Right Team Wins!,9,14,4,9,10,8
2003,Left Team Wins!,4,19,6,8,9,12
2004,Right Team Wins!,8,16,9,13,6,14
2005,Left Team Wins!,11,13,4,11,7,10
2006,Left Team Wins!,6,9,9,9,7,8
2007,Right Team Wins!,10,16,4,9,9,12
2008,Draw!,6,17,13,16,10,10
2009,Left Team Wins!,3,18,15,15,11,10
2010,Right Team Wins!,11,14,4,9,8,12
2011,Draw!,6,19,11,13,12,11
2012,Left Team Wins!,10,13,11,8,15,11
2013,Left Team Wins!,10,13,12,13,14,8
2014,Right Team Wins!,4,14,12,9,12,9
2015,Right Team Wins!,12,12,7,10,11,10
2016,Left Team Wins!,5,18,13,13,11,12
2017,Left Team Wins!,4,9,12,14,8,2
2018,Left Team Wins!,10,10,13,13,8,11
2019,Right Team Wins!,14,8,8,7,9,14
2020,Left Team Wins!,6,16,9,12,11,8
2021,Right Team Wins!,12,12,11,15,14,6
2022,Left Team Wins!,9,9,10,12,6,10
2023,Left Team Wins!,14,10,8,9,9,14
2024,Right Team Wins!,17,4,2,6,8,9
2025,Left Team Wins!,17,8,7,9,12,11
2026,Draw!,11,8,16,17,8,10
2027,Right Team Wins!,17,6,5,9,9,10
2028,Left Team Wins!,21,6,6,16,8,9
2029,Right Team Wins!,19,10,4,12,9,12
2030,Right Team Wins!,18,9,6,6,10,17
2031,Left Team Wins!,15,6,4,7,6,12
2032,Left Team Wins!,13,11,3,5,7,15
2033,Right Team Wins!,12,6,7,8,10,7
2034,Draw!,11,20,5,6,20,10
2035,Left Team Wins!,9,13,7,9,11,9
2036,Left Team Wins!,14,8,3,4,10,11
2037,Right Team Wins!,13,13,6,12,9,11
2038,Left Team Wins!,10,11,3,9,5,10
2039,Right Team Wins!,17,13,5,17,10,8
2040,Right Team Wins!,21,12,2,6,13,16
2041,Left Team Wins!,12,14,4,9,7,14
2042,Right Team Wins!,17,10,3,12,10,8
2043,Left Team Wins!,11,21,3,12,12,11
2044,Right Team Wins!,8,12,1,4,12,5
2045,Right Team Wins!,7,13,3,6,13,4
2046,Left Team Wins!,13,16,2,12,9,10
2047,Right Team Wins!,13,9,1,8,7,8
2048,Left Team Wins!,10,12,2,7,6,11
2049,Right Team Wins!,11,8,4,4,10,9
2050,Right Team Wins!,7,17,3,11,9,7
2051,Right Team Wins!,6,17,6,8,10,10
2052,Left Team Wins!,8,16,5,12,10,7
2053,Draw!,4,16,16,14,13,9
2054,Left Team Wins!,4,19,13,14,14,8
2055,Left Team Wins!,8,17,9,9,11,14
2056,Draw!,4,24,8,13,15,7
2057,Draw!,7,18,11,14,12,10
2058,Draw!,3,16,17,17,9,10
2059,Right Team Wins!,13,11,12,11,11,13
2060,Right Team Wins!,17,15,1,9,13,11
2061,Draw!,7,19,10,13,12,11
2062,Right Team Wins!,11,12,3,6,10,10
2063,Right Team Wins!,6,9,3,8,6,3
2064,Right Team Wins!,10,12,9,10,8,12
2065,Left Team Wins!,6,11,5,9,7,6
2066,Left Team Wins!,7,14,7,9,7,12
2067,Right Team Wins!,4,13,8,9,13,3
2068,Left Team Wins!,3,16,7,10,8,7
2069,Right Team Wins!,8,11,5,10,8,6
2070,Left Team Wins!,7,17,7,15,6,10
2071,Left Team Wins!,5,12,8,8,9,9
2072,Right Team Wins!,21,9,3,10,11,12
2073,Left Team Wins!,19,4,1,9,9,6
2074,Draw!,11,11,14,14,13,8
2075,Left Team Wins!,9,13,6,13,12,3
2076,Draw!,14,12,10,14,13,9
2077,Right Team Wins!,12,5,13,10,12,8
2078,Left Team Wins!,16,7,2,7,10,8
2079,Right Team Wins!,14,4,9,7,14,6
2080,Right Team Wins!,20,4,5,7,12,9
2081,Left Team Wins!,11,7,1,7,9,2
2082,Left Team Wins!,11,9,1,6,5,10
2083,Left Team Wins!,11,8,2,5,11,5
2084,Right Team Wins!,7,5,13,10,10,5
2085,Right Team Wins!,5,8,14,10,9,8
2086,Left Team Wins!,8,12,4,12,5,7
2087,Left Team Wins!,13,10,1,8,9,7
2088,Left Team Wins!,10,17,4,9,10,11
2089,Left Team Wins!,11,12,3,4,12,9
2090,Right Team Wins!,7,9,9,13,5,7
2091,Right Team Wins!,11,7,6,5,13,6
2092,Left Team Wins!,12,14,2,9,10,9
2093,Left Team Wins!,4,13,5,7,10,5
2094,Left Team Wins!,4,19,4,8,7,12
2095,Draw!,4,18,14,11,17,8
2096,Draw!,3,17,16,10,17,9
2097,Left Team Wins!,5,13,6,10,7,7
2098,Left Team Wins!,3,23,9,10,11,14
2099,Right Team Wins!,15,7,7,8,15,6
2100,Right Team Wins!,10,11,6,7,8,12
2101,Draw!,7,20,9,12,10,14
2102,Draw!,8,17,11,10,11,15
2103,Right Team Wins!,5,12,7,10,9,5
2104,Right Team Wins!,5,9,17,8,12,11
2105,Left Team Wins!,11,12,10,13,8,12
2106,Left Team Wins!,13,4,9,5,12,9
2107,Right Team Wins!,7,9,8,5,13,6
2108,Left Team Wins!,15,13,8,9,13,14
2109,Right Team Wins!,5,15,9,7,10,12
2110,Left Team Wins!,13,7,12,12,10,9
2111,Left Team Wins!,13,6,11,6,14,10
2112,Draw!,5,8,23,12,8,15
2113,Left Team Wins!,11,5,17,13,10,10
2114,Left Team Wins!,8,9,19,4,15,16
2115,Right Team Wins!,8,7,16,12,9,10
2116,Draw!,6,9,21,12,11,13
2117,Draw!,6,8,22,8,15,13
2118,Draw!,5,6,25,18,7,11
2119,Draw!,5,11,20,12,11,13
2120,Draw!,5,7,24,12,11,13
2121,Draw!,6,7,22,7,14,15
2122,Draw!,7,7,22,7,13,16
2123,Left Team Wins!,8,9,19,11,12,13
2124,Left Team Wins!,7,9,16,13,10,9
2125,Right Team Wins!,16,3,17,11,14,11
2126,Left Team Wins!,13,4,10,5,11,11
2127,Left Team Wins!,18,4,11,10,15,8
2128,Left Team Wins!,11,4,9,11,5,8
2129,Draw!,8,15,13,14,12,10
2130,Left Team Wins!,14,7,14,11,12,12
2131,Right Team Wins!,3,5,27,15,5,10
2132,Right Team Wins!,6,11,14,9,11,11
2133,Right Team Wins!,6,13,12,9,15,7
2134,Right Team Wins!,9,7,12,11,8,9
2135,Left Team Wins!,8,12,8,13,11,4
2136,Right Team Wins!,4,17,10,13,8,10
